Address,Cost,Property Type,Bedrooms,Bathrooms,Latitude,Longitude,Closest Gov Secondary School,Gov Secondary Distance,Age under 20,Age 20-39,Age 40-59,Age 60+,Postcode
"1204/139-145 Queensberry Street, Carlton VIC 3053",$700 per week,Apartment,2,2,-37.8048297,144.9639063,University High School,1.1 km away,2%,92%,4%,1%,3053
"711/495 Rathdowne Street, Carlton VIC 3053",$650 per week,Apartment,2,2,-37.7941533,144.9708922,University High School,1.4 km away,18%,41%,17%,24%,3053
"604/123 Pelham Street, Carlton VIC 3053",$630,Apartment,2,1,-37.8027957,144.964425,University High School,1 km away,3%,91%,5%,1%,3053
"507/518 Swanston Street, Carlton VIC 3053",$800 per week,Apartment,2,1,-37.8048042,144.9634754,University High School,1.1 km away,2%,92%,4%,1%,3053
"104/77 Cardigan Street, Carlton VIC 3053",$700,Apartment,2,1,-37.8050479,144.9644402,University High School,1.2 km away,2%,92%,4%,1%,3053
"27/255 Drummond Street, Carlton VIC 3053",$640,Apartment,2,1,-37.8000686,144.968366,University High School,1.2 km away,9%,57%,20%,14%,3053
"711/488 Swanston Street, Carlton VIC 3053",$550,Apartment,2,1,-37.8055054,144.9633599,University High School,1.2 km away,2%,92%,4%,1%,3053
"3404/160 Victoria Street, Carlton VIC 3053",$850,Apartment,2,2,-37.8061605,144.9619,University High School,1.2 km away,2%,93%,5%,1%,3053
"46/121 Rathdowne Street, Carlton VIC 3053",$700.00,Apartment,3,1,-37.8042272,144.9690866,University High School,1.4 km away,8%,57%,21%,14%,3053
"45/36 Drummond Street, Carlton VIC 3053",$780.00,Apartment,3,1,-37.8060561,144.9677741,University High School,1.5 km away,8%,51%,25%,16%,3053
"615D/604 Swanston Street, Carlton VIC 3053",$800 P/W SEMI-FURNISHED,Apartment,3,1,-37.8021998,144.9639735,University High School,0.9 km away,2%,90%,6%,2%,3053
"1117/6 Leicester Street, Carlton VIC 3053",$950,Apartment,3,2,-37.806138,144.9602874,University High School,1.1 km away,2%,93%,5%,1%,3053
"38 Palmerston Street, Carlton VIC 3053",$700pw /$3042pcm,House,2,1,-37.7964046,144.9737171,University High School,1.6 km away,12%,50%,24%,14%,3053
"70 Palmerston Street, Carlton VIC 3053",$600 pw/ $2607 pcm,House,2,1,-37.79632,144.972585,University High School,1.5 km away,12%,50%,24%,14%,3053
"36 Pitt, Carlton VIC 3053",$800,House,3,2,-37.7955948,144.9719934,University High School,1.4 km away,12%,50%,24%,14%,3053
"80 Faraday Street, Carlton VIC 3053",$950.00,House,3,2,-37.798946,144.971707,University High School,1.4 km away,12%,50%,21%,18%,3053
"14/650 Swanston Street, Carlton VIC 3053",$830 per week,House,3,1,-37.8012828,144.9640934,University High School,0.9 km away,3%,78%,12%,6%,3053
"32 Trades Hall Place, Carlton VIC 3053",$850,House,3,2,-37.8061708,144.966904,University High School,1.4 km away,3%,85%,9%,3%,3053
"70 Station Street, Carlton VIC 3053",$995,House,3,1,-37.7959996,144.9744516,,,12%,50%,24%,14%,3053
"120 Station Street, Carlton VIC 3053",$900.00,House,3,1,-37.7946092,144.9746587,Princes Hill Secondary College,1.5 km away,11%,54%,15%,20%,3053
"35 Argyle Place South, Carlton VIC 3053",$850 per week,House,3,1,-37.8035753,144.9652062,University High School,1.1 km away,8%,72%,16%,5%,3053
"85 Nicholson Street, Carlton VIC 3053","$1,100.00",House,4,2,-37.7988466,144.9744574,,,12%,50%,21%,18%,3053
"132 Rathdowne Street, Carlton VIC 3053",$850.00,House,4,1,-37.796554,144.970943,University High School,1.3 km away,10%,58%,18%,14%,3053
"252 Drummond Street, Carlton VIC 3053",$1050 per week,House,4,2,-37.8001539,144.9688095,University High School,1.2 km away,9%,57%,20%,14%,3053
"139 Drummond street, Carlton VIC 3053",$1050 Per week,House,4,2,-37.8033396,144.9677814,University High School,1.3 km away,15%,60%,15%,11%,3053
"33A/196 The Avenue, Parkville VIC 3052",$450.00,Apartment,1,1,-37.78292,144.9575073,Princes Hill Secondary College,0.7 km away,8%,66%,19%,7%,3052
"213/67 Galada Avenue, Parkville VIC 3052",$450 per week,Apartment,1,1,-37.7797711,144.9393747,Mount Alexander 7-12 College,0.6 km away,15%,65%,16%,3%,3052
"20/109 Manningham St, Parkville VIC 3052",$640 bonus 1week free rent and WiFi included,Apartment,1,1,-37.7840963,144.9411086,Mount Alexander 7-12 College,0.8 km away,9%,65%,15%,11%,3052
"1106/91 Galada Avenue, Parkville VIC 3052",$460 per week,Apartment,1,1,-37.7785874,144.9392004,Mount Alexander 7-12 College,0.7 km away,15%,65%,16%,3%,3052
"787 Park Street, Parkville VIC 3052",$320,Apartment,1,1,-37.7758537,144.9413826,Mount Alexander 7-12 College,1 km away,18%,45%,18%,19%,3052
"121 109 Manningham St, Parkville VIC 3052",$540 Bonus 1week free rent and WiFi included,Apartment,1,1,-37.7843956,144.9407607,Mount Alexander 7-12 College,0.8 km away,9%,65%,15%,11%,3052
"305/77 Galada Avenue, Parkville VIC 3052",$480 per week,Apartment,1,1,-37.7793182,144.9391046,Mount Alexander 7-12 College,0.6 km away,15%,65%,16%,3%,3052
"508/91 Galada Avenue, Parkville VIC 3052",$510 per week,Apartment,1,1,-37.7785874,144.9392004,Mount Alexander 7-12 College,0.7 km away,15%,65%,16%,3%,3052
"302/91 Galada Avenue, Parkville VIC 3052",$ 520 per week,Apartment,1,1,-37.7785874,144.9392004,Mount Alexander 7-12 College,0.7 km away,15%,65%,16%,3%,3052
"205/77 Galada Avenue, Parkville VIC 3052",$525.00,Apartment,1,1,-37.7793182,144.9391046,Mount Alexander 7-12 College,0.6 km away,15%,65%,16%,3%,3052
"209/80 Cade Way, Parkville VIC 3052",$550.00 per week,Apartment,2,1,-37.7775328,144.938243,Mount Alexander 7-12 College,0.7 km away,15%,65%,16%,3%,3052
"614/91 Galada Avenue, Parkville VIC 3052",$ 580 per week,Apartment,2,1,-37.7785874,144.9392004,Mount Alexander 7-12 College,0.7 km away,15%,65%,16%,3%,3052
"706/91 Galada Ave, Parkville VIC 3052",$575 per week,Apartment,2,1,-37.7785874,144.9392004,Mount Alexander 7-12 College,0.7 km away,15%,65%,16%,3%,3052
"15/212 The Avenue, Parkville VIC 3052",$560.00 Per Week,Apartment,2,1,-37.7823913,144.9575824,Princes Hill Secondary College,0.7 km away,8%,66%,19%,7%,3052
"511/109 109 Manningham St, Parkville VIC 3052",$950 bonus 1week free rent and WiFi included,Apartment,2,2,-37.7843956,144.9407607,Mount Alexander 7-12 College,0.8 km away,9%,65%,15%,11%,3052
"201/86 Cade Way, Parkville VIC 3052",$570 per week,Apartment,2,2,-37.7779917,144.9385346,Mount Alexander 7-12 College,0.7 km away,15%,65%,16%,3%,3052
"606/67 Galada Avenue, Parkville VIC 3052",$600,Apartment,2,2,-37.7797711,144.9393747,Mount Alexander 7-12 College,0.6 km away,15%,65%,16%,3%,3052
"8/96 Flemington Road, Parkville VIC 3052",$550 Per week,Apartment,2,1,-37.7884795,144.9419337,Mount Alexander 7-12 College,1.1 km away,5%,61%,20%,13%,3052
"225/109 Manningham St, Parkville VIC 3052",$665 Bonus 1week free rent and WiFi included,Apartment,2,2,-37.7840963,144.9411086,Mount Alexander 7-12 College,0.8 km away,9%,65%,15%,11%,3052
"506/109 Manningham St, Parkville VIC 3052",$710 per week Parkside living Highspeed unlimited WiFi PetFriendly,Apartment,2,2,-37.7840963,144.9411086,Mount Alexander 7-12 College,0.8 km away,9%,65%,15%,11%,3052
"10 109 Manningham St, Parkville VIC 3052",$690 per week Parkside living Highspeed unlimited WiFi PetFriendly,Apartment,2,2,-37.7843957,144.9407603,Mount Alexander 7-12 College,0.8 km away,9%,65%,15%,11%,3052
"717/91 Galada Avenue, Parkville VIC 3052",600 per week,Apartment,2,2,-37.7785874,144.9392004,Mount Alexander 7-12 College,0.7 km away,15%,65%,16%,3%,3052
"907/91-93 Flemington Road, Parkville VIC 3052",$700 Per Week,Apartment,2,1,-37.7944702,144.9488243,University High School,0.7 km away,16%,37%,12%,35%,3052
"24 Church Street, Parkville VIC 3052",$550pw / $2390pcm,House,2,1,-37.7880039,144.941914,Mount Alexander 7-12 College,1.1 km away,5%,61%,20%,13%,3052
"198 The Avenue, Parkville VIC 3052",$1800pw / $7821 pcm,House,3,2,-37.7829335,144.9575056,Princes Hill Secondary College,0.7 km away,8%,66%,19%,7%,3052
"19 BENJAMIN STREET, Parkville VIC 3052","$1,150 per week",House,3,1,-37.7961176,144.9551253,University High School,0.1 km away,14%,39%,28%,20%,3052
"20 Parkville Avenue, Parkville VIC 3052","$1,150",House,4,2,-37.7805071,144.9415758,Mount Alexander 7-12 College,0.8 km away,15%,65%,16%,3%,3052
"139 Park Drive, Parkville VIC 3052","$1,440.00",House,4,1,-37.7945598,144.955124,University High School,0.3 km away,17%,47%,22%,14%,3052
"3109/38 Rose Lane, Melbourne VIC 3000",$620.00,Apartment,1,1,-37.8147019,144.9542282,University High School,2 km away,5%,85%,10%,1%,3000
"303/368 Little Collins Street, Melbourne VIC 3000",$550PW/$2390pcm,Apartment,1,1,-37.8153082,144.9623021,University High School,2.1 km away,7%,66%,20%,7%,3000
"1202/301 King Street, Melbourne VIC 3000",$610 per week,Apartment,1,1,-37.8132363,144.9540083,University High School,1.8 km away,6%,78%,14%,3%,3000
"908/557 Little Lonsdale Street, Melbourne VIC 3000",$450.00 pw,Apartment,1,1,-37.813306,144.9553567,University High School,1.8 km away,6%,83%,10%,1%,3000
"2507/120 A'beckett Street, Melbourne VIC 3000",$620 per week pw,Apartment,1,1,-37.8093086,144.9597389,University High School,1.4 km away,3%,87%,8%,3%,3000
"L48/442 Elizabeth Street, Melbourne VIC 3000",$670 per week *Fully Furnished*,Apartment,1,1,-37.8084101,144.9607759,University High School,1.3 km away,3%,90%,7%,0%,3000
"1405/135 A'Beckett Street, Melbourne VIC 3000",$650,Apartment,1,1,-37.8097879,144.9596466,University High School,1.5 km away,3%,89%,6%,2%,3000
"609/601 St Kilda Road, Melbourne VIC 3000",$750 Per Week,Apartment,1,1,-37.8505778,144.9813087,,,4%,61%,8%,26%,3000
"1405/565 Flinders Street, Melbourne VIC 3000",$500 per week,Apartment,1,1,-37.8210558,144.9559033,University High School,2.7 km away,7%,77%,16%,1%,3000
"4511/228 La Trobe Street, Melbourne VIC 3000",$675,Apartment,1,1,-37.809615,144.9623021,University High School,1.5 km away,6%,79%,12%,3%,3000
"708/181 ABeckett Street, Melbourne VIC 3000",$600.00,Apartment,1,1,-37.8101564,144.9581958,University High School,1.5 km away,9%,69%,19%,4%,3000
"506/318 Little Bourke Street, Melbourne VIC 3000",$500 Per Week,Apartment,1,1,-37.8129971,144.9631733,University High School,1.9 km away,9%,64%,20%,7%,3000
"904/151 Berkeley Street, Melbourne VIC 3000",$600 per week,Apartment,1,1,-37.8021006,144.9583883,University High School,0.6 km away,7%,78%,12%,2%,3000
"3206/120 A'beckett Street, Melbourne VIC 3000",$620 per week,Apartment,1,1,-37.8093086,144.9597389,University High School,1.4 km away,3%,87%,8%,3%,3000
"2108/380 Little Lonsdale Street, Melbourne VIC 3000",$550 per week,Apartment,1,1,-37.8122683,144.9582693,University High School,1.7 km away,8%,73%,11%,7%,3000
"2607/181 ABeckett Street, Melbourne VIC 3000",$470.00,Apartment,1,1,-37.8101564,144.9581958,University High School,1.5 km away,9%,69%,19%,4%,3000
"1309/285 La Trobe Street, Melbourne VIC 3000",$625,Apartment,1,1,-37.810735,144.9608179,University High School,1.6 km away,3%,89%,6%,2%,3000
"606/31 Spring Street, Melbourne VIC 3000",$520pw / $2260pcm,Apartment,1,1,-37.8145107,144.9741708,,,11%,32%,31%,26%,3000
"1304/81 A'Beckett Street, Melbourne VIC 3000",$600/W Furnished,Apartment,1,1,-37.8092536,144.961181,University High School,1.4 km away,6%,79%,12%,3%,3000
"2202/557 Little Lonsdale Street, Melbourne VIC 3000",$480/w & Furnished,Apartment,1,1,-37.813306,144.9553567,University High School,1.8 km away,6%,83%,10%,1%,3000
"2510/31 Abeckett Street, Melbourne VIC 3000",$675,Apartment,2,1,-37.8088893,144.9625546,University High School,1.5 km away,3%,92%,5%,0%,3000
"6007/135 A'Beckett Street, Melbourne VIC 3000",$795,Apartment,2,2,-37.8097879,144.9596466,University High School,1.5 km away,3%,89%,6%,2%,3000
"2503/250 Elizabeth Street, Melbourne VIC 3000",$800 Per Week,Apartment,2,1,-37.8125509,144.9627482,University High School,1.8 km away,9%,64%,20%,7%,3000
"Level 47, 4709/639 Lonsdale Street, Melbourne VIC 3000",$750 per week ** newly refurbished,Apartment,2,1,-37.8150105,144.9534188,University High School,2 km away,5%,85%,10%,1%,3000
"505/422 Collins Street, Melbourne VIC 3000",$600 per week,Apartment,2,1,-37.8170971,144.9601487,University High School,2.3 km away,7%,59%,28%,6%,3000
"1405/333 Exhibition Street, Melbourne VIC 3000",$775,Apartment,2,2,-37.8078183,144.9683463,University High School,1.6 km away,10%,76%,11%,3%,3000
"1810/462 Elizabeth Street, Melbourne VIC 3000",$830 **INSPECTION UPON REQUEST**,Apartment,2,2,-37.807859,144.960611,University High School,1.3 km away,4%,85%,8%,3%,3000
"3508/120 A'beckett Street, Melbourne VIC 3000",$800 per week,Apartment,2,2,-37.8093086,144.9597389,University High School,1.4 km away,3%,87%,8%,3%,3000
"4407/601 Little Lonsdale Street, Melbourne VIC 3000",$780.00,Apartment,2,1,-37.8137438,144.9536855,University High School,1.9 km away,6%,78%,14%,3%,3000
"2607/601 Little Lonsdale Street, Melbourne VIC 3000",$750.00,Apartment,2,2,-37.8137438,144.9536855,University High School,1.9 km away,6%,78%,14%,3%,3000
"408/25 Wills Street, Melbourne VIC 3000",$600 per week,Apartment,2,1,-37.8107136,144.9569944,University High School,1.5 km away,8%,77%,12%,3%,3000
"1608/39 Lonsdale Street, Melbourne VIC 3000",$680 with Fabulous City Views pw,Apartment,2,1,-37.8099061,144.9711071,,,2%,84%,9%,5%,3000
"2804/560 Lonsdale Street, Melbourne VIC 3000",$830.00,Apartment,2,2,-37.813977,144.9557691,University High School,1.9 km away,6%,83%,10%,1%,3000
"3302/318 Russell Street, Melbourne VIC 3000",$850 per week,Apartment,2,2,-37.8091772,144.9667584,University High School,1.7 km away,4%,85%,9%,1%,3000
"1502/31 A'Beckett Street, Melbourne VIC 3000",Fully Furnished $750 per week,Apartment,2,1,-37.8088893,144.9625546,University High School,1.5 km away,3%,92%,5%,0%,3000
"2710/350 William Street, Melbourne VIC 3000",$750 per week,Apartment,2,2,-37.8112625,144.9566204,University High School,1.6 km away,8%,77%,12%,3%,3000
"1601/31 A'Beckett St, Melbourne VIC 3000",$600 weekly,Apartment,2,1,-37.8088893,144.9625546,University High School,1.5 km away,3%,92%,5%,0%,3000
"1512/618 Lonsdale Street, Melbourne VIC 3000",$630,Apartment,2,1,-37.81441450000001,144.9539107,University High School,1.9 km away,6%,78%,14%,3%,3000
"1402D/648 Lonsdale Street, Melbourne VIC 3000",$820.00,Apartment,2,2,-37.8143692,144.953388,University High School,1.9 km away,6%,78%,14%,3%,3000
"307/422 Collins Street, Melbourne VIC 3000",$520,Apartment,2,1,-37.8170971,144.9601487,University High School,2.3 km away,7%,59%,28%,6%,3000
"1603/12 Queens Road, Melbourne VIC 3000",$1280/week,Apartment,3,2,-37.8387563,144.9743936,,,16%,35%,28%,20%,3000
"2305/601 Little Lonsdale Street, Melbourne VIC 3000","$1,000.00",Apartment,3,2,-37.8137438,144.9536855,University High School,1.9 km away,6%,78%,14%,3%,3000
"2603/500 Elizabeth Street, Melbourne VIC 3000","$1,100 per week",Apartment,3,2,-37.8071364,144.9603738,University High School,1.2 km away,4%,85%,8%,3%,3000
"701/483 Swanston Street, Melbourne VIC 3000",$900 per week,Apartment,3,2,-37.8071377,144.9623278,University High School,1.3 km away,4%,88%,5%,2%,3000
"3603/8 Sutherland Street, Melbourne VIC 3000",$900,Apartment,3,2,-37.8112837,144.9610594,University High School,1.7 km away,3%,89%,6%,2%,3000
"63/416A St Kilda Road, Melbourne VIC 3000",$770,Apartment,3,1,-37.8355104,144.974613,,,11%,54%,26%,9%,3000
"602/166 Flinders Street, Melbourne VIC 3000","$1,350 Per Week",Apartment,3,2,-37.8167991,144.9690014,,,14%,37%,30%,19%,3000
"4105/28 Timothy Lane, Melbourne VIC 3000","$1,150 per week",Apartment,3,2,-37.8122723,144.9611337,University High School,1.8 km away,8%,73%,18%,2%,3000
"132/283 Spring Street, Melbourne VIC 3000",$990pw / $4302pcm,Apartment,3,1,-37.8082065,144.9713467,,,7%,52%,27%,15%,3000
"6703/500 Elizabeth Street, Melbourne VIC 3000",1600/week,Apartment,3,4,-37.8071364,144.9603738,University High School,1.2 km away,4%,85%,8%,3%,3000
"1101/63 La Trobe Street, Melbourne VIC 3000","$1,250.00",Apartment,3,2,-37.8081542,144.9695394,University High School,1.7 km away,11%,66%,20%,3%,3000
"6406/228 La Trobe Street, Melbourne VIC 3000","$1,300 per week - FURNISHED",Apartment,3,2,-37.809615,144.9623021,University High School,1.5 km away,6%,79%,12%,3%,3000
"162/283 Spring Street, Melbourne VIC 3000","$1,350",Apartment,3,2,-37.8082065,144.9713467,,,7%,52%,27%,15%,3000
"5003/500 Elizabeth Street, Melbourne VIC 3000","$1,200 Furnished",Apartment,3,3,-37.8071364,144.9603738,University High School,1.2 km away,4%,85%,8%,3%,3000
"3113/639 Lonsdale Street, Melbourne VIC 3000","$1,200.00",Apartment,3,2,-37.8150105,144.9534188,University High School,2 km away,5%,85%,10%,1%,3000
"3301/618 Lonsdale Street, Melbourne VIC 3000",$950.00,Apartment,3,2,-37.81441450000001,144.9539107,University High School,1.9 km away,6%,78%,14%,3%,3000
"2003A/250 Spencer Street, Melbourne VIC 3000","$1,300 per week",Apartment,3,2,-37.8144958,144.9522648,University High School,2 km away,6%,78%,14%,3%,3000
"44/398 Latrobe Street, Melbourne VIC 3000",$910 Per Week,Apartment,3,2,-37.8109426,144.9578145,University High School,1.6 km away,9%,69%,19%,4%,3000
"4102/200 Spencer Street, Melbourne VIC 3000","$1,100.00",Apartment,3,2,-37.816228,144.9532465,University High School,2.1 km away,5%,85%,10%,1%,3000
"883/22-24 Jane Bell Lane, Melbourne VIC 3000",$1000 Per week,Apartment,3,2,-37.8102191,144.966267,University High School,1.7 km away,6%,77%,14%,3%,3000
"5/126 Franklin St, Melbourne VIC 3000",$650 weekly,House,2,1,-37.8084294,144.958749,University High School,1.3 km away,4%,85%,8%,3%,3000
"2B2B/23 Mackenzie St, Melbourne VIC 3000",$920,House,2,2,-37.8075687,144.9674021,University High School,1.6 km away,4%,85%,9%,1%,3000
"141 La Trobe, Melbourne VIC 3000",$600 per week,House,2,1,-37.8087593,144.9674745,University High School,1.7 km away,4%,85%,9%,1%,3000
"1303/14 Queens Road, Melbourne VIC 3004",$795.00 per week,Apartment,1,1,-37.83906229999999,144.9744055,,,16%,35%,28%,20%,3004
"3/K3 Union Street, Melbourne VIC 3004",$435.00,Apartment,1,1,-37.85323959999999,144.9802496,,,12%,53%,28%,7%,3004
"412/77 Queens Road, Melbourne VIC 3004",$530 per week,Apartment,1,1,-37.8528041,144.9794182,,,12%,53%,28%,7%,3004
"305/603 St Kilda Road, Melbourne VIC 3004",$500 Per Week,Apartment,1,1,-37.8508643,144.9819676,,,4%,61%,8%,26%,3004
"205/450 St Kilda Road, Melbourne VIC 3004",$500 per week,Apartment,1,1,-37.83861539999999,144.9758901,,,16%,35%,28%,20%,3004
"1029/572 St Kilda Road, Melbourne VIC 3004",$475 pw,Apartment,1,1,-37.8476119,144.9792372,,,15%,38%,31%,16%,3004
"906/14 Queens Road, Melbourne VIC 3004",$615,Apartment,1,1,-37.83906229999999,144.9744055,,,16%,35%,28%,20%,3004
"302/594 St Kilda Road, Melbourne VIC 3004",$440 pw,Apartment,1,1,-37.8496047,144.9799085,,,11%,43%,26%,20%,3004
"306/450 St Kilda Road, Melbourne VIC 3004",$500,Apartment,1,1,-37.8387716,144.975576,,,16%,35%,28%,20%,3004
"211/9 Commercial Road, Melbourne VIC 3004",$485.00,Apartment,1,1,-37.8452869,144.9797891,,,7%,39%,21%,32%,3004
"414/578 St. Kilda Road, Melbourne VIC 3004",$750.00,Apartment,1,1,-37.8484568,144.9793347,,,15%,38%,31%,16%,3004
"6705/138 Spencer Street, Melbourne VIC 3004",$700 weekly,Apartment,1,1,-37.81747,144.9536523,University High School,2.3 km away,5%,82%,11%,2%,3004
"806/568 St Kilda Road, Melbourne VIC 3004",$500,Apartment,1,1,-37.8473481,144.9787385,,,15%,38%,31%,16%,3004
"416/360 St Kilda Road, Melbourne VIC 3004",$600.00,Apartment,1,1,-37.8318264,144.9710642,,,10%,20%,23%,47%,3004
"1504/568 St Kilda Road, Melbourne VIC 3004",$500 per week,Apartment,1,1,-37.8471069,144.9788307,,,15%,38%,31%,16%,3004
"307/7-8 Bowen Crescent, Melbourne VIC 3004",$625,Apartment,1,1,-37.83536160000001,144.9725185,,,8%,52%,22%,17%,3004
"908/568 St Kilda Road, Melbourne VIC 3004",$495,Apartment,1,1,-37.8471069,144.9788307,,,15%,38%,31%,16%,3004
"313/9 Commercial Road, Melbourne VIC 3004",$480 Per Week,Apartment,1,1,-37.8452869,144.9797891,,,7%,39%,21%,32%,3004
"1204/74 Queens Road, Melbourne VIC 3004",$575,Apartment,1,1,-37.8522786,144.979316,,,12%,53%,28%,7%,3004
"202/572 St Kilda Road, Melbourne VIC 3004",$540 per week,Apartment,1,1,-37.8475988,144.9792431,,,15%,38%,31%,16%,3004
"611/14 Queens Road, Melbourne VIC 3004",$820 per week,Apartment,2,1,-37.83906229999999,144.9744055,,,16%,35%,28%,20%,3004
"801/181 St Kilda Rd, Melbourne VIC 3004",$850,Apartment,2,2,-37.8373761,144.9758753,,,16%,35%,28%,20%,3004
"11/458 St Kilda Road, Melbourne VIC 3004",$575 per week,Apartment,2,1,-37.8399381,144.9763871,,,11%,39%,27%,23%,3004
"401/442 St Kilda Rd, Melbourne VIC 3004",$610 weekly,Apartment,2,2,-37.8382389,144.9754034,,,16%,35%,28%,20%,3004
"916/35 Albert Road, Melbourne VIC 3004",Price on Application,Apartment,2,2,-37.834695,144.9721117,,,8%,52%,22%,17%,3004
